Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
TERESA VILLE,"3,100,000","1,959.05","1,582",Jan-24,LOWER DELTA ROAD,Resale,Strata,182,"17,033",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
THE PALETTE,"1,510,000","1,173.28","1,287",Jan-24,PASIR RIS GROVE,Resale,Strata,109,"13,853",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
RIVERSAILS,"1,520,000","1,108.69","1,371",Jan-24,UPPER SERANGOON CRESCENT,Resale,Strata,103,"14,757",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
SEASIDE RESIDENCES,"1,100,000",505.91,"2,174",Jan-24,SIGLAP LINK,Resale,Strata,47,"23,404",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10
AMARANDA GARDENS,"2,400,000","1,162.51","2,064",Jan-24,SERANGOON AVENUE 3,Resale,Strata,108,"22,222",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
NORTH PARK RESIDENCES,"1,000,000",548.96,"1,822",Jan-24,YISHUN CENTRAL 1,Resale,Strata,51,"19,608",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE CLEMENT CANOPY,"2,000,000","1,108.69","1,804",Jan-24,CLEMENTI AVENUE 1,Resale,Strata,103,"19,417",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,06 to 10
THE SANTORINI,"735,000",527.44,"1,394",Jan-24,TAMPINES STREET 86,Resale,Strata,49,"15,000",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
THE BAYSHORE,"1,270,000",979.52,"1,297",Jan-24,BAYSHORE ROAD,Resale,Strata,91,"13,956",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,11 to 15
NEWEST,"2,480,000","2,400.37","1,033",Jan-24,WEST COAST DRIVE,Resale,Strata,223,"11,121",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
EAST MEADOWS,"1,300,000","1,216.33","1,069",Jan-24,TANAH MERAH KECHIL ROAD,Resale,Strata,113,"11,504",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
SEASONS PARK,"1,550,000","1,291.68","1,200",Jan-24,YIO CHU KANG ROAD,Resale,Strata,120,"12,917",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,06 to 10
CARIBBEAN AT KEPPEL BAY,"2,200,000","1,280.92","1,718",Jan-24,KEPPEL BAY DRIVE,Resale,Strata,119,"18,487",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
THE WATERINA,"1,200,000",710.42,"1,689",Jan-24,LORONG 40 GEYLANG,Resale,Strata,66,"18,182",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
WATERTOWN,"950,000",602.78,"1,576",Jan-24,PUNGGOL CENTRAL,Resale,Strata,56,"16,964",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
URBAN VISTA,"745,000",430.56,"1,730",Jan-24,TANAH MERAH KECHIL LINK,Resale,Strata,40,"18,625",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
KENTISH GREEN,"1,680,000","1,259.39","1,334",Jan-24,OXFORD ROAD,Resale,Strata,117,"14,359",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
THE INTERLACE,"2,750,000","1,754.53","1,567",Jan-24,DEPOT ROAD,Resale,Strata,163,"16,871",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
THE TESSARINA,"3,000,000","1,323.97","2,266",Jan-24,WILBY ROAD,Resale,Strata,123,"24,390",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
STRATFORD COURT,"1,300,000","1,237.86","1,050",Jan-24,BEDOK RIA CRESCENT,Resale,Strata,115,"11,304",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
PARC PALAIS,"1,980,000","1,227.1","1,614",Jan-24,HUME AVENUE,Resale,Strata,114,"17,368",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
THE GLADES,"2,500,000","1,506.96","1,659",Jan-24,BEDOK RISE,Resale,Strata,140,"17,857",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
NORTH PARK RESIDENCES,"978,000",548.96,"1,782",Jan-24,YISHUN CENTRAL 1,Resale,Strata,51,"19,176",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE ARTE,"2,480,000","1,399.32","1,772",Jan-24,JALAN RAJA UDANG,Resale,Strata,130,"19,077",-,Condominium,1,Freehold,12,Rest of Central Region,11 to 15
HILLVIEW REGENCY,"1,240,000","1,108.69","1,118",Jan-24,BUKIT BATOK EAST AVENUE 2,Resale,Strata,103,"12,039",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,16 to 20
VACANZA @ EAST,"1,288,888",807.3,"1,597",Jan-24,LENGKONG TUJOH,Resale,Strata,75,"17,185",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
RIVER ISLES,"1,610,000","1,593.07","1,011",Jan-24,EDGEDALE PLAINS,Resale,Strata,148,"10,878",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
TERESA VILLE,"2,300,000","1,356.26","1,696",Jan-24,LOWER DELTA ROAD,Resale,Strata,126,"18,254",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
THE RAMFORD,"2,180,000","1,194.8","1,825",Jan-24,RAMBAI ROAD,Resale,Strata,111,"19,640",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LA MAISON,"2,400,000","1,270.15","1,890",Jan-24,MOULMEIN RISE,Resale,Strata,118,"20,339",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
J GATEWAY,"888,000",495.14,"1,793",Jan-24,GATEWAY DRIVE,Resale,Strata,46,"19,304",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,06 to 10
ORCHARD SCOTTS,"2,050,000","1,044.11","1,963",Jan-24,ANTHONY ROAD,Resale,Strata,97,"21,134",-,Condominium,1,99 yrs lease commencing from 2001,09,Core Central Region,01 to 05
HIGH PARK RESIDENCES,"1,000,000",667.37,"1,498",Jan-24,FERNVALE ROAD,Resale,Strata,62,"16,129",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
KINGSFORD . HILLVIEW PEAK,"816,800",548.96,"1,488",Jan-24,HILLVIEW RISE,Resale,Strata,51,"16,016",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15
PARC BOTANNIA,"948,000",592.02,"1,601",Jan-24,FERNVALE STREET,Resale,Strata,55,"17,236",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,06 to 10
H2O RESIDENCES,"1,100,000",850.36,"1,294",Jan-24,FERNVALE LINK,Resale,Strata,79,"13,924",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,01 to 05
CLAREMONT,"3,000,000","1,453.14","2,064",Jan-24,KILLINEY ROAD,Resale,Strata,135,"22,222",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THOMSON GROVE,"2,260,000","1,485.43","1,521",Jan-24,YIO CHU KANG ROAD,Resale,Strata,138,"16,377",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
EQUATORIAL APARTMENTS,"4,330,000","2,497.25","1,734",Jan-24,MEYER ROAD,Resale,Strata,232,"18,664",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
KINGSFORD . HILLVIEW PEAK,"888,000",635.08,"1,398",Jan-24,HILLVIEW RISE,Resale,Strata,59,"15,051",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,01 to 05
CASABLANCA,"950,000",936.47,"1,014",Jan-24,ROSEWOOD DRIVE,Resale,Strata,87,"10,920",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10
THE JOVELL,"1,090,000",721.19,"1,511",Jan-24,FLORA DRIVE,Resale,Strata,67,"16,269",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,06 to 10
BISHAN PARK CONDOMINIUM,"2,050,000","1,506.96","1,360",Jan-24,SIN MING WALK,Resale,Strata,140,"14,643",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,01 to 05
Q BAY RESIDENCES,"1,638,000","1,119.46","1,463",Jan-24,TAMPINES STREET 86,Resale,Strata,104,"15,750",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
THOMSON IMPRESSIONS,"855,000",462.85,"1,847",Jan-24,LORONG PUNTONG,Resale,Strata,43,"19,884",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,06 to 10
INTERNATIONAL PLAZA,"1,800,000","1,603.84","1,122",Jan-24,ANSON ROAD,Resale,Strata,149,"12,081",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,41 to 45
8 @ MOUNT SOPHIA,"2,850,000","2,174.33","1,311",Jan-24,MOUNT SOPHIA,Resale,Strata,202,"14,109",-,Condominium,1,103 yrs lease commencing from 2002,09,Core Central Region,06 to 10
120 GRANGE,"1,760,000",570.49,"3,085",Jan-24,GRANGE ROAD,Resale,Strata,53,"33,208",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
PALM LOFT,"2,128,000","1,679.18","1,267",Jan-24,JOO CHIAT TERRACE,Resale,Strata,156,"13,641",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SYMPHONY SUITES,"860,000",688.9,"1,248",Jan-24,YISHUN CLOSE,Resale,Strata,64,"13,438",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
GRANDEUR 8,"1,700,000","1,194.8","1,423",Jan-24,ANG MO KIO CENTRAL 3,Resale,Strata,111,"15,315",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,06 to 10
EDENZ SUITES,"685,000",473.62,"1,446",Jan-24,LORONG 28 GEYLANG,Resale,Strata,44,"15,568",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
RIVERTREES RESIDENCES,"828,000",581.26,"1,425",Jan-24,FERNVALE CLOSE,Resale,Strata,54,"15,333",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
CAPE ROYALE,"5,661,000","2,508.01","2,257",Jan-24,COVE WAY,Resale,Strata,233,"24,296",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,11 to 15
BLISS@KOVAN,"1,948,000","1,227.1","1,587",Jan-24,SIMON LANE,Resale,Strata,114,"17,088",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
SILVERSEA,"3,200,000","1,485.43","2,154",Jan-24,MARINE PARADE ROAD,Resale,Strata,138,"23,188",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,06 to 10
REGENT HEIGHTS,"1,275,000","1,162.51","1,097",Jan-24,BUKIT BATOK EAST AVENUE 5,Resale,Strata,108,"11,806",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,16 to 20
FINLAND GARDENS,"2,700,000","1,722.24","1,568",Jan-24,EAST COAST TERRACE,Resale,Strata,160,"16,875",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
WATERFRONT WAVES,"2,120,000","1,259.39","1,683",Jan-24,BEDOK RESERVOIR ROAD,Resale,Strata,117,"18,120",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,11 to 15
CLEMENTIWOODS CONDOMINIUM,"950,000",645.84,"1,471",Jan-24,WEST COAST ROAD,Resale,Strata,60,"15,833",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
CORALS AT KEPPEL BAY,"2,570,000","1,377.79","1,865",Jan-24,KEPPEL BAY DRIVE,Resale,Strata,128,"20,078",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
GUILIN VIEW,"1,490,000","1,259.39","1,183",Jan-24,BUKIT BATOK STREET 52,Resale,Strata,117,"12,735",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,26 to 30
D'LEEDON,"3,380,000","1,722.24","1,963",Jan-24,LEEDON HEIGHTS,Resale,Strata,160,"21,125",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
RV SUITES,"1,080,000",516.67,"2,090",Jan-24,RIVER VALLEY ROAD,Resale,Strata,48,"22,500",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
NOVENA LODGE,"1,685,000",785.77,"2,144",Jan-24,JALAN MERLIMAU,Resale,Strata,73,"23,082",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
EURO-ASIA PARK,"2,638,000","1,453.14","1,815",Jan-24,WOODLEIGH CLOSE,Resale,Strata,135,"19,541",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
ST MICHAEL REGENCY,"1,825,000","1,237.86","1,474",Jan-24,ST. MICHAEL'S ROAD,Resale,Strata,115,"15,870",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
LAGUNA PARK,"3,600,000","3,369.13","1,069",Jan-24,MARINE PARADE ROAD,Resale,Strata,313,"11,502",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25
SIMS EDGE,"750,000",409.03,"1,834",Jan-24,GEYLANG EAST AVENUE 2,Resale,Strata,38,"19,737",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SUITES @ SHREWSBURY,"846,888",570.49,"1,484",Jan-24,SHREWSBURY ROAD,Resale,Strata,53,"15,979",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
BOTANIQUE AT BARTLEY,"2,100,000","1,130.22","1,858",Jan-24,UPPER PAYA LEBAR ROAD,Resale,Strata,105,"20,000",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
THE OCEANFRONT @ SENTOSA COVE,"2,580,000","1,711.48","1,507",Jan-24,OCEAN DRIVE,Resale,Strata,159,"16,226",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
Q BAY RESIDENCES,"1,500,000","1,119.46","1,340",Jan-24,TAMPINES STREET 86,Resale,Strata,104,"14,423",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE RAINTREE,"1,800,000","1,377.79","1,306",Jan-24,BUKIT DRIVE,Resale,Strata,128,"14,063",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,06 to 10
PARC BOTANNIA,"1,097,000",667.37,"1,644",Jan-24,FERNVALE STREET,Resale,Strata,62,"17,694",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,16 to 20
THE MINTON,"970,200",699.66,"1,387",Jan-24,HOUGANG STREET 11,Resale,Strata,65,"14,926",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
ONE SHENTON,"4,060,000","2,217.38","1,831",Jan-24,SHENTON WAY,Resale,Strata,206,"19,709",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,46 to 50
HEDGES PARK CONDOMINIUM,"980,000",764.24,"1,282",Jan-24,FLORA DRIVE,Resale,Strata,71,"13,803",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
THE ESTUARY,"1,370,000","1,119.46","1,224",Jan-24,YISHUN AVENUE 1,Resale,Strata,104,"13,173",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
D'NEST,"1,910,000","1,410.08","1,355",Jan-24,PASIR RIS GROVE,Resale,Strata,131,"14,580",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
KENSINGTON SQUARE,"1,180,000",914.94,"1,290",Jan-24,JALAN LOKAM,Resale,Strata,85,"13,882",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
GUILIN VIEW,"1,465,000","1,259.39","1,163",Jan-24,BUKIT BATOK STREET 52,Resale,Strata,117,"12,521",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,06 to 10
THE BAYSHORE,"1,210,800",947.23,"1,278",Jan-24,BAYSHORE ROAD,Resale,Strata,88,"13,759",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
BOATHOUSE RESIDENCES,"1,470,000","1,054.87","1,394",Jan-24,UPPER SERANGOON VIEW,Resale,Strata,98,"15,000",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
MURANO,"1,300,000",861.12,"1,510",Jan-24,PASIR PANJANG ROAD,Resale,Strata,80,"16,250",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
REGENT RESIDENCES,"780,000",409.03,"1,907",Jan-24,SERANGOON ROAD,Resale,Strata,38,"20,526",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
BARTLEY RESIDENCES,"1,958,888","1,097.93","1,784",Jan-24,LORONG HOW SUN,Resale,Strata,102,"19,205",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
SKYSUITES@ANSON,"1,460,000",699.66,"2,087",Jan-24,ENGGOR STREET,Resale,Strata,65,"22,462",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,16 to 20
SYMPHONY SUITES,"1,170,000",914.94,"1,279",Jan-24,YISHUN CLOSE,Resale,Strata,85,"13,765",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
EUHABITAT,"750,000",548.96,"1,366",Jan-24,JALAN EUNOS,Resale,Strata,51,"14,706",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
KALLANG RIVERSIDE,"2,400,000",958,"2,505",Jan-24,KAMPONG BUGIS,Resale,Strata,89,"26,966",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
PENANG SERVICE APARTMENTS,"1,298,888","1,151.75","1,128",Jan-24,LORONG 34 GEYLANG,Resale,Strata,107,"12,139",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
J GATEWAY,"1,326,000",678.13,"1,955",Jan-24,GATEWAY DRIVE,Resale,Strata,63,"21,048",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,01 to 05
THE CENTRIS,"1,630,000","1,065.64","1,530",Jan-24,JURONG WEST CENTRAL 3,Resale,Strata,99,"16,465",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
THE BAYSHORE,"1,290,000",979.52,"1,317",Jan-24,BAYSHORE ROAD,Resale,Strata,91,"14,176",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,11 to 15
WATERBANK AT DAKOTA,"2,500,000","1,431.61","1,746",Jan-24,DAKOTA CRESCENT,Resale,Strata,133,"18,797",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,01 to 05
JEWEL @ BUANGKOK,"1,538,000",936.47,"1,642",Jan-24,COMPASSVALE BOW,Resale,Strata,87,"17,678",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
# 1 SUITES,"818,000",667.37,"1,226",Jan-24,LORONG 20 GEYLANG,Resale,Strata,62,"13,194",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
HOLLAND RESIDENCES,"3,180,000","1,388.56","2,290",Jan-24,TAMAN WARNA,Resale,Strata,129,"24,651",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
RESIDENCES @ EVELYN,"3,758,000","1,539.25","2,441",Jan-24,EVELYN ROAD,Resale,Strata,143,"26,280",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
COMMONWEALTH TOWERS,"980,000",462.85,"2,117",Jan-24,COMMONWEALTH AVENUE,Resale,Strata,43,"22,791",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
RIVERTREES RESIDENCES,"1,800,000","1,205.57","1,493",Jan-24,FERNVALE CLOSE,Resale,Strata,112,"16,071",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
STIRLING RESIDENCES,"1,485,000",656.6,"2,262",Jan-24,STIRLING ROAD,Resale,Strata,61,"24,344",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
D'ECOSIA,"920,000",505.91,"1,819",Jan-24,STILL ROAD SOUTH,Resale,Strata,47,"19,574",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"1,330,000","1,259.39","1,056",Jan-24,SIMEI RISE,Resale,Strata,117,"11,368",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
CASTLE GREEN,"1,500,000","1,216.33","1,233",Jan-24,YIO CHU KANG ROAD,Resale,Strata,113,"13,274",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,06 to 10
LAGUNA PARK,"1,878,000","1,453.14","1,292",Jan-24,MARINE PARADE ROAD,Resale,Strata,135,"13,911",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,06 to 10
SAVANNAH CONDOPARK,"2,000,000","2,045.16",978,Jan-24,SIMEI RISE,Resale,Strata,190,"10,526",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
A TREASURE TROVE,"1,558,000","1,044.11","1,492",Jan-24,PUNGGOL WALK,Resale,Strata,97,"16,062",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
COSTA DEL SOL,"3,000,000","1,754.53","1,710",Jan-24,BAYSHORE ROAD,Resale,Strata,163,"18,405",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
MARTIN MODERN,"2,250,000",871.88,"2,581",Jan-24,MARTIN PLACE,Resale,Strata,81,"27,778",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,01 to 05
BAYWATER,"1,780,000","1,270.15","1,401",Jan-24,BEDOK RESERVOIR ROAD,Resale,Strata,118,"15,085",-,Condominium,1,99 yrs lease commencing from 2001,16,Outside Central Region,11 to 15
THE CASCADIA,"1,820,000",882.65,"2,062",Jan-24,BUKIT TIMAH ROAD,Resale,Strata,82,"22,195",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
ONE SHENTON,"1,148,000",581.26,"1,975",Jan-24,SHENTON WAY,Resale,Strata,54,"21,259",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
HAIG COURT,"1,850,000","1,076.4","1,719",Jan-24,HAIG ROAD,Resale,Strata,100,"18,500",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
GRANDEUR 8,"1,860,000","1,227.1","1,516",Jan-24,ANG MO KIO CENTRAL 3,Resale,Strata,114,"16,316",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,16 to 20
PARC IMPERIAL,"745,000",398.27,"1,871",Jan-24,PASIR PANJANG ROAD,Resale,Strata,37,"20,135",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE PATERSON EDGE,"2,375,108",990.29,"2,398",Jan-24,PATERSON ROAD,Resale,Strata,92,"25,816",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
VILLA DELLE ROSE,"5,400,000","3,261.49","1,656",Jan-24,TAMAN NAKHODA,Resale,Strata,303,"17,822",-,Condominium,1,Freehold,10,Core Central Region,-
E MAISON,"2,550,000","1,636.13","1,559",Jan-24,BRADDELL ROAD,Resale,Strata,152,"16,776",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
GILSTEAD COURT,"2,650,000","1,388.56","1,908",Jan-24,GILSTEAD ROAD,Resale,Strata,129,"20,543",-,Condominium,1,Freehold,11,Core Central Region,-
WHISTLER GRAND,"935,000",505.91,"1,848",Jan-24,WEST COAST VALE,Resale,Strata,47,"19,894",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,21 to 25
RIVERVALE CREST,"855,000",968.76,883,Jan-24,RIVERVALE CRESCENT,Resale,Strata,90,"9,500",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,330,000",678.13,"1,961",Jan-24,MARINA BOULEVARD,Resale,Strata,63,"21,111",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,51 to 55
LE QUEST,"1,538,000",936.47,"1,642",Jan-24,BUKIT BATOK STREET 41,Resale,Strata,87,"17,678",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
LA VIDA @ 130,"1,120,000",775.01,"1,445",Jan-24,LORONG K TELOK KURAU,Resale,Strata,72,"15,556",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
RIVERSOUND RESIDENCE,"1,580,000","1,162.51","1,359",Jan-24,SENGKANG EAST AVENUE,Resale,Strata,108,"14,630",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
RESIDENTIAL APARTMENTS,"1,900,000","1,388.56","1,368",Jan-24,JOO CHIAT PLACE,Resale,Strata,129,"14,729",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
VIBES @ KOVAN,"981,000",785.77,"1,248",Jan-24,KOVAN ROAD,Resale,Strata,73,"13,438",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
ICON,"1,500,000",871.88,"1,720",Jan-24,GOPENG STREET,Resale,Strata,81,"18,519",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,26 to 30
NOVA 88,"993,888",602.78,"1,649",Jan-24,BHAMO ROAD,Resale,Strata,56,"17,748",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
MELVILLE PARK,"865,000",958,903,Jan-24,SIMEI STREET 1,Resale,Strata,89,"9,719",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
AZALEA PARK CONDOMINIUM,"1,853,600","1,679.18","1,104",Jan-24,FLORA ROAD,Resale,Strata,156,"11,882",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,01 to 05
CENTRA LOFT,"740,000",484.38,"1,528",Jan-24,LORONG 35 GEYLANG,Resale,Strata,45,"16,444",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE LADYHILL,"8,700,000","3,810.46","2,283",Jan-24,LADY HILL ROAD,Resale,Strata,354,"24,576",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE FORESTA @ MOUNT FABER,"890,000",430.56,"2,067",Jan-24,WISHART ROAD,Resale,Strata,40,"22,250",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,570,000",775.01,"2,026",Jan-24,TOH TUCK ROAD,Resale,Strata,72,"21,806",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
FOREST HILLS CONDOMINIUM,"1,165,000","1,044.11","1,116",Jan-24,TRANSIT ROAD,Resale,Strata,97,"12,010",-,Condominium,1,99 yrs lease commencing from 2000,26,Outside Central Region,01 to 05
BALESTIER REGENCY,"2,118,888","1,474.67","1,437",Jan-24,JALAN AMPAS,Resale,Strata,137,"15,466",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
SUITES @ PAYA LEBAR,"1,658,000","1,388.56","1,194",Jan-24,UPPER PAYA LEBAR ROAD,Resale,Strata,129,"12,853",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CARABELLE,"2,228,000","1,302.44","1,711",Jan-24,WEST COAST WAY,Resale,Strata,121,"18,413",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
76 SHENTON,"1,190,000",592.02,"2,010",Jan-24,SHENTON WAY,Resale,Strata,55,"21,636",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,21 to 25
